Month Year,Age,Sex,Homicide (Murder),Other Homicide,Attempted Murder,Conspiracy to Murder,Manslaughter (excl. by driving),Manslaughter Unlawful Striking Causing Death,Driving Causing Death,Assault,Grievous Assault,Serious Assault,Serious Assault (Other),Common Assault',Sexual Offences,Rape and Attempted Rape,Other Sexual Offences,Robbery,Armed Robbery,Unarmed Robbery,Other Offences Against the Person,Kidnapping & Abduction etc.,Extortion,Stalking,Life Endangering Acts,Offences Against the Person,
03-Nov,Juvenile,Male,0,2,1,0,0,0,1,226,9,123,15,79,76,4,72,34,15,19,67,3,0,0,64,405,209
03-Nov,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210
03-Dec,Adult,Female,1,6,4,0,0,0,2,508,13,252,27,216,97,47,50,27,3,24,113,11,2,37,63,752,211
03-Dec,Adult,Male,1,12,7,0,0,0,5,897,50,390,103,354,15,4,11,55,19,36,125,4,4,17,100,1105,212
03-Dec,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213
03-Dec,Juvenile,Female,0,1,0,0,0,0,1,112,1,58,0,53,165,34,131,3,1,2,113,6,0,8,99,394,214
03-Dec,Juvenile,Male,0,4,1,0,0,0,3,125,3,60,7,55,45,3,42,37,16,21,86,3,0,1,82,297,215
03-Dec,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
04-Jan,Adult,Female,1,2,1,0,1,0,0,519,12,255,30,222,138,46,92,27,9,18,103,13,0,38,52,790,217
04-Jan,Adult,Male,4,6,5,0,1,0,0,784,56,299,95,334,17,4,13,63,17,46,108,6,3,9,90,982,218
04-Jan,Adult,Not Stated,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,219
04-Jan,Juvenile,Female,1,0,0,0,0,0,0,109,3,61,0,45,222,49,173,3,1,2,90,6,0,4,80,425,220
04-Jan,Juvenile,Male,0,0,0,0,0,0,0,142,7,88,2,45,70,14,56,35,14,21,93,4,0,0,89,340,221
04-Jan,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
04-Feb,Adult,Female,1,2,2,0,0,0,0,466,9,228,29,200,111,37,74,22,3,19,126,14,0,39,73,728,223
04-Feb,Adult,Male,4,6,6,0,0,0,0,825,61,357,78,329,27,1,26,65,33,32,112,3,2,7,100,1039,224
04-Feb,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225
04-Feb,Juvenile,Female,0,0,0,0,0,0,0,157,1,76,5,75,217,39,178,9,4,5,125,8,0,9,108,508,226
04-Feb,Juvenile,Male,1,1,1,0,0,0,0,216,10,118,3,85,52,8,44,35,12,23,148,5,0,7,136,453,227
04-Feb,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228
04-Mar,Adult,Female,0,7,5,0,0,0,2,496,15,240,26,215,148,60,88,33,8,25,118,12,0,40,66,802,229
04-Mar,Adult,Male,0,3,2,0,0,0,1,825,32,352,84,357,15,5,10,68,32,36,102,4,3,13,82,1013,230
04-Mar,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231
04-Mar,Juvenile,Female,0,1,0,0,1,0,0,142,5,66,3,68,221,45,176,9,2,7,175,8,0,4,163,548,232
04-Mar,Juvenile,Male,0,1,0,0,0,0,1,215,6,115,3,91,49,5,44,35,9,26,164,4,0,3,157,464,233
04-Mar,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,234
04-Apr,Adult,Female,1,5,3,0,0,0,2,403,6,171,38,188,135,54,81,29,10,19,130,15,1,49,65,703,235
04-Apr,Adult,Male,3,7,5,1,0,0,1,672,49,298,72,253,11,3,8,62,27,35,108,9,2,16,81,863,236
04-Apr,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237
04-Apr,Juvenile,Female,2,2,0,0,0,0,2,145,5,58,9,73,244,71,173,5,2,3,155,10,0,9,136,553,238
04-Apr,Juvenile,Male,1,1,0,0,0,0,1,162,7,86,3,66,54,2,52,24,6,18,139,7,0,1,131,381,239
04-Apr,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240
04-May,Adult,Female,4,3,1,2,0,0,0,400,15,197,22,166,89,33,56,38,7,31,92,11,2,37,42,626,241
04-May,Adult,Male,2,14,10,0,1,0,3,684,45,289,76,274,16,1,15,68,33,35,114,9,9,23,73,898,242
04-May,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243
04-May,Juvenile,Female,0,0,0,0,0,0,0,129,4,52,7,66,250,42,208,4,1,3,150,7,0,10,133,533,244
04-May,Juvenile,Male,0,0,0,0,0,0,0,183,8,72,11,92,62,2,60,20,2,18,141,6,0,3,132,406,245
04-May,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,246
04-Jun,Adult,Female,0,5,3,0,0,0,2,356,14,168,20,154,93,37,56,33,11,22,117,9,0,39,69,604,247
04-Jun,Adult,Male,2,6,4,1,0,0,1,632,46,260,67,259,21,6,15,32,15,17,110,5,2,14,89,803,248
04-Jun,Adult,Not Stated,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,249
04-Jun,Juvenile,Female,0,3,3,0,0,0,0,137,2,70,6,59,162,36,126,8,1,7,147,9,0,12,126,457,250
04-Jun,Juvenile,Male,0,2,1,0,0,0,1,162,5,83,4,70,42,1,41,14,0,14,139,8,0,3,128,359,251
04-Jun,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252
04-Jul,Adult,Female,1,5,2,0,0,0,3,412,13,208,31,160,109,36,73,30,10,20,110,15,1,36,58,667,253
04-Jul,Adult,Male,2,7,3,0,2,0,2,690,48,274,98,270,16,4,12,57,20,37,105,7,0,18,80,877,254
04-Jul,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255
04-Jul,Juvenile,Female,0,1,0,0,1,0,0,137,1,62,4,70,178,28,150,8,3,5,110,11,0,11,88,434,256
04-Jul,Juvenile,Male,0,0,0,0,0,0,0,177,4,82,6,85,49,10,39,17,4,13,107,5,0,3,99,350,257
04-Jul,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,258
04-Aug,Adult,Female,2,0,0,0,0,0,0,461,6,208,37,210,125,42,83,28,8,20,131,8,1,60,62,747,259
04-Aug,Adult,Male,4,8,5,0,1,0,2,756,57,300,96,303,22,3,19,48,17,31,88,5,2,8,73,926,260
04-Aug,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261
04-Aug,Juvenile,Female,1,0,0,0,0,0,0,148,4,77,2,65,200,50,150,5,3,2,85,5,0,10,70,439,262
04-Aug,Juvenile,Male,0,0,0,0,0,0,0,187,4,99,9,75,52,3,49,6,1,5,88,10,0,1,77,333,263
04-Aug,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264
04-Sep,Adult,Female,2,1,1,0,0,0,0,414,14,223,25,152,98,40,58,26,9,17,104,7,1,37,59,645,265
04-Sep,Adult,Male,0,8,2,0,0,0,6,712,35,293,76,308,23,5,18,43,23,20,119,3,1,26,89,905,266
04-Sep,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267
04-Sep,Juvenile,Female,0,0,0,0,0,0,0,106,0,51,2,53,158,48,110,2,1,1,85,8,0,8,69,351,268
04-Sep,Juvenile,Male,0,1,0,0,1,0,0,135,2,78,3,52,47,9,38,24,5,19,88,2,0,4,82,295,269
04-Sep,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,270
04-Oct,Adult,Female,2,4,2,0,0,0,2,509,21,240,38,210,126,51,75,36,8,28,112,18,0,42,52,789,271
04-Oct,Adult,Male,5,9,5,0,3,0,1,834,44,342,106,342,14,2,12,63,21,42,124,5,4,12,103,1049,272
04-Oct,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273
04-Oct,Juvenile,Female,0,2,2,0,0,0,0,151,2,79,2,68,255,48,207,5,1,4,87,6,0,13,68,500,274
04-Oct,Juvenile,Male,1,0,0,0,0,0,0,211,6,124,2,79,53,9,44,14,2,12,85,5,0,4,76,364,275
04-Oct,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276
04-Nov,Adult,Female,2,2,1,0,0,0,1,503,21,242,59,181,89,37,52,21,9,12,116,12,0,42,62,733,277
04-Nov,Adult,Male,2,7,5,0,0,0,2,823,48,366,92,317,21,2,19,47,18,29,94,4,3,16,71,994,278
04-Nov,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279
04-Nov,Juvenile,Female,0,4,1,0,2,0,1,176,1,82,2,91,219,48,171,5,2,3,127,13,0,12,102,531,280
04-Nov,Juvenile,Male,2,1,0,0,0,0,1,206,10,107,4,85,26,3,23,20,5,15,113,6,1,0,106,368,281
04-Nov,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282
04-Dec,Adult,Female,1,4,2,0,0,0,2,524,12,244,43,225,110,49,61,30,11,19,115,9,1,32,73,784,283
04-Dec,Adult,Male,1,12,9,0,0,0,3,905,59,377,108,361,13,3,10,83,34,49,103,7,4,14,78,1117,284
04-Dec,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285
04-Dec,Juvenile,Female,0,0,0,0,0,0,0,140,3,59,3,75,228,47,181,4,0,4,87,5,0,6,76,459,286
04-Dec,Juvenile,Male,0,0,0,0,0,0,0,152,6,85,5,56,46,5,41,12,2,10,68,8,0,0,60,278,287
04-Dec,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288
05-Jan,Adult,Female,1,4,3,0,0,0,1,514,14,256,40,204,97,32,65,40,6,34,109,11,1,34,63,765,289
05-Jan,Adult,Male,3,10,7,0,0,0,3,904,50,397,110,347,14,6,8,56,24,32,97,3,4,14,76,1084,290
05-Jan,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291
05-Jan,Juvenile,Female,0,0,0,0,0,0,0,124,2,57,5,60,162,35,127,2,0,2,81,5,0,5,71,369,292
05-Jan,Juvenile,Male,0,1,0,0,0,0,1,134,1,69,3,61,55,7,48,26,4,22,84,6,1,1,76,300,293
05-Jan,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294
05-Feb,Adult,Female,1,2,1,0,0,0,1,481,10,236,40,195,95,43,52,21,4,17,116,12,0,47,57,716,295
05-Feb,Adult,Male,4,5,5,0,0,0,0,781,54,342,88,297,15,5,10,59,25,34,100,2,0,12,86,964,296
05-Feb,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297
05-Feb,Juvenile,Female,0,0,0,0,0,0,0,162,2,93,5,62,208,44,164,2,0,2,100,6,0,16,78,472,298
05-Feb,Juvenile,Male,0,0,0,0,0,0,0,210,6,121,4,79,58,6,52,23,7,16,78,5,0,1,72,369,299
05-Feb,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300
05-Mar,Adult,Female,1,2,1,0,0,0,1,459,11,237,37,174,98,34,64,22,2,20,110,9,2,33,66,692,301
05-Mar,Adult,Male,2,5,5,0,0,0,0,802,59,320,91,332,13,2,11,56,24,32,100,3,2,11,84,978,302
05-Mar,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303
05-Mar,Juvenile,Female,0,1,1,0,0,0,0,149,3,69,2,75,223,49,174,15,1,14,117,14,0,10,93,505,304
05-Mar,Juvenile,Male,0,1,1,0,0,0,0,211,5,117,15,74,65,7,58,22,7,15,75,3,0,0,72,374,305
05-Mar,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306
05-Apr,Adult,Female,1,4,3,0,0,0,1,430,14,175,26,215,128,54,74,37,8,29,123,11,1,51,60,723,307
05-Apr,Adult,Male,4,11,9,0,1,0,1,692,44,277,91,280,19,4,15,49,19,30,77,1,2,15,59,852,308
05-Apr,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309
05-Apr,Juvenile,Female,0,1,1,0,0,0,0,145,0,71,4,70,228,41,187,5,0,5,81,5,0,5,71,460,310
05-Apr,Juvenile,Male,1,4,3,0,0,0,1,178,4,91,10,73,36,1,35,26,5,21,69,3,1,0,65,314,311
05-Apr,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312
05-May,Adult,Female,2,3,2,0,0,0,1,381,10,178,38,155,112,50,62,27,8,19,113,10,0,42,61,638,313
05-May,Adult,Male,2,3,2,0,0,0,1,696,45,292,76,283,17,3,14,51,15,36,76,2,5,10,59,845,314
05-May,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315
05-May,Juvenile,Female,0,1,1,0,0,0,0,163,3,73,6,81,231,55,176,7,0,7,108,9,0,6,93,510,316
05-May,Juvenile,Male,2,0,0,0,0,0,0,192,3,101,6,82,48,6,42,23,6,17,123,7,0,3,113,388,317
05-May,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318
05-Jun,Adult,Female,0,2,1,0,0,0,1,413,8,190,25,190,113,46,67,26,9,17,72,11,0,21,40,626,319
05-Jun,Adult,Male,1,6,6,0,0,0,0,744,57,299,85,303,12,4,8,42,14,28,76,2,1,5,68,881,320
05-Jun,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321
05-Jun,Juvenile,Female,0,0,0,0,0,0,0,119,4,45,4,66,181,40,141,3,0,3,87,7,0,6,74,390,322
05-Jun,Juvenile,Male,0,0,0,0,0,0,0,176,8,81,11,76,40,7,33,18,7,11,80,8,0,0,72,314,323
05-Jun,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324
05-Jul,Adult,Female,1,0,0,0,0,0,0,424,12,205,26,181,88,30,58,21,7,14,89,12,3,26,48,623,325
05-Jul,Adult,Male,2,6,2,0,3,0,1,771,49,343,84,295,18,1,17,51,21,30,102,1,8,7,86,950,326
05-Jul,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,327
05-Jul,Juvenile,Female,0,0,0,0,0,0,0,155,3,71,4,77,206,47,159,4,0,4,95,11,0,8,76,460,328
05-Jul,Juvenile,Male,0,2,0,0,0,0,2,201,6,87,10,98,54,7,47,18,7,11,91,3,0,3,85,366,329
05-Jul,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330
05-Aug,Adult,Female,2,6,3,0,0,0,3,452,15,214,20,203,112,32,80,34,9,25,100,12,1,45,42,706,331
05-Aug,Adult,Male,1,5,2,0,0,0,3,667,37,301,56,273,23,3,20,55,19,36,79,0,1,11,67,830,332
05-Aug,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333
05-Aug,Juvenile,Female,0,1,0,0,0,0,1,158,2,63,4,89,219,56,163,5,2,3,86,7,0,8,71,469,334
05-Aug,Juvenile,Male,0,1,0,0,0,0,1,191,7,97,8,79,47,7,40,15,1,14,70,2,0,3,65,324,335
05-Aug,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336
05-Sep,Adult,Female,3,0,0,0,0,0,0,395,14,182,27,172,107,31,76,28,11,17,94,8,0,28,58,627,337
05-Sep,Adult,Male,0,5,1,0,1,0,3,827,54,363,82,328,16,3,13,58,28,30,79,3,3,11,62,985,338
05-Sep,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339
05-Sep,Juvenile,Female,1,0,0,0,0,0,0,144,0,70,2,72,165,31,134,3,1,2,66,7,0,8,51,379,340
05-Sep,Juvenile,Male,0,2,1,0,0,0,1,147,4,69,6,68,43,7,36,22,12,10,51,5,0,2,44,265,341
05-Sep,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342
05-Oct,Adult,Female,1,4,2,0,0,0,2,456,19,219,36,182,139,51,88,28,6,22,104,7,0,46,51,732,343
05-Oct,Adult,Male,0,2,0,0,0,0,2,845,57,354,88,346,19,5,14,64,21,43,85,3,4,8,70,1015,344
05-Oct,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345
05-Oct,Juvenile,Female,0,1,1,0,0,0,0,174,3,78,5,88,251,52,199,7,1,6,80,6,0,14,60,513,346
05-Oct,Juvenile,Male,0,2,2,0,0,0,0,203,10,108,11,74,58,6,52,35,15,20,74,7,1,3,63,372,347
05-Oct,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348
05-Nov,Adult,Female,2,5,4,0,0,0,1,512,12,235,37,228,162,46,116,29,7,22,112,15,1,43,53,822,349
05-Nov,Adult,Male,2,10,4,0,0,0,6,842,52,350,103,337,20,10,10,69,23,46,90,6,3,18,63,1033,350
05-Nov,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351
05-Nov,Juvenile,Female,1,1,1,0,0,0,0,168,2,74,4,88,254,51,203,7,1,6,73,7,0,8,58,504,352
05-Nov,Juvenile,Male,0,0,0,0,0,0,0,244,5,126,12,101,44,3,41,30,6,24,70,6,0,0,64,388,353
05-Nov,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354
05-Dec,Adult,Female,2,4,2,0,0,0,2,546,12,245,49,240,101,54,47,36,4,32,100,10,1,38,51,789,355
05-Dec,Adult,Male,4,4,3,0,0,0,1,929,71,394,86,378,18,3,15,60,16,44,106,1,2,15,88,1121,356
05-Dec,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357
05-Dec,Juvenile,Female,0,0,0,0,0,0,0,119,1,54,3,61,183,47,136,5,0,5,98,5,0,5,88,405,358
05-Dec,Juvenile,Male,0,0,0,0,0,0,0,180,8,79,4,89,53,7,46,21,3,18,97,6,1,3,87,351,359
05-Dec,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360
06-Jan,Adult,Female,2,4,1,0,1,0,2,520,10,235,50,225,102,37,65,24,10,14,86,16,0,27,43,738,361
06-Jan,Adult,Male,4,8,6,0,0,0,2,897,57,352,140,348,15,3,12,64,32,32,87,1,5,13,68,1075,362
06-Jan,Adult,Not Stated,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,363
06-Jan,Juvenile,Female,0,0,0,0,0,0,0,117,5,43,5,64,254,50,204,4,1,3,70,2,0,1,67,445,364
06-Jan,Juvenile,Male,0,0,0,0,0,0,0,183,7,105,10,61,66,5,61,16,9,7,87,2,0,2,83,352,365
06-Jan,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,366
06-Feb,Adult,Female,1,3,2,1,0,0,0,487,24,238,51,174,121,44,77,24,6,18,106,10,2,43,51,742,367
06-Feb,Adult,Male,2,6,3,1,1,0,1,753,36,341,101,275,16,3,13,49,20,29,65,3,5,6,51,891,368
06-Feb,Adult,Not Stated,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,369
06-Feb,Juvenile,Female,1,1,0,0,1,0,0,189,2,91,13,83,234,48,186,3,0,3,107,5,0,5,97,535,370
06-Feb,Juvenile,Male,1,0,0,0,0,0,0,251,7,139,15,90,70,7,63,30,8,22,100,2,0,0,98,452,371
06-Feb,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372
06-Mar,Adult,Female,1,2,2,0,0,0,0,491,10,226,52,203,126,48,78,27,9,18,116,7,1,47,61,763,373
06-Mar,Adult,Male,3,7,5,2,0,0,0,868,68,350,118,332,13,2,11,97,36,61,88,1,4,11,72,1076,374
06-Mar,Adult,Not Stated,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,375
06-Mar,Juvenile,Female,0,0,0,0,0,0,0,210,3,98,10,99,237,49,188,7,1,6,128,7,0,8,113,582,376
06-Mar,Juvenile,Male,1,1,1,0,0,0,0,216,4,113,8,91,68,7,61,17,9,8,115,2,1,2,110,418,377
06-Mar,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378
06-Apr,Adult,Female,0,2,1,0,0,0,1,478,11,237,35,195,128,55,73,24,11,13,91,11,2,24,54,723,379
06-Apr,Adult,Male,2,6,4,0,0,0,2,836,63,332,111,330,17,1,16,63,24,39,75,3,3,8,61,999,380
06-Apr,Adult,Not Stated,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,381
06-Apr,Juvenile,Female,0,1,0,0,0,0,1,155,6,73,6,70,227,47,180,6,2,4,78,10,0,4,64,467,382
06-Apr,Juvenile,Male,0,0,0,0,0,0,0,196,15,94,7,80,46,1,45,21,9,12,78,5,0,1,72,341,383
06-Apr,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,384
06-May,Adult,Female,1,4,2,0,1,0,1,456,16,209,33,198,113,56,57,25,4,21,96,18,2,33,43,695,385
06-May,Adult,Male,4,9,7,0,0,0,2,754,42,340,75,297,9,1,8,75,29,46,64,9,0,10,45,915,386
06-May,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,387
06-May,Juvenile,Female,0,0,0,0,0,0,0,125,1,63,5,56,269,45,224,4,0,4,81,5,0,4,72,479,388
06-May,Juvenile,Male,0,1,1,0,0,0,0,155,4,87,5,59,51,7,44,25,11,14,82,3,0,0,79,314,389
06-May,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390
06-Jun,Adult,Female,5,4,1,0,1,0,2,414,5,198,36,175,111,48,63,22,6,16,79,5,1,38,35,635,391
06-Jun,Adult,Male,3,7,3,0,1,0,3,702,44,282,83,293,13,2,11,48,23,25,72,1,5,11,55,845,392
06-Jun,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393
06-Jun,Juvenile,Female,0,1,0,0,0,0,1,131,1,64,6,60,223,60,163,2,0,2,114,6,0,8,100,471,394
06-Jun,Juvenile,Male,0,2,0,0,0,0,2,173,7,89,4,73,63,8,55,23,11,12,82,1,1,0,80,343,395
06-Jun,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,396
06-Jul,Adult,Female,2,2,1,0,0,0,1,449,16,210,26,197,94,41,53,28,4,24,85,8,0,22,55,660,397
06-Jul,Adult,Male,3,0,0,0,0,0,0,718,43,289,74,312,7,1,6,67,30,37,72,2,2,10,58,867,398
06-Jul,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399
06-Jul,Juvenile,Female,1,1,0,0,0,0,1,134,0,61,1,72,176,31,145,12,4,8,78,6,0,8,64,402,400
06-Jul,Juvenile,Male,1,1,1,0,0,0,0,164,6,78,5,75,60,7,53,23,6,17,83,6,0,2,75,332,401
06-Jul,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402
06-Aug,Adult,Female,3,4,1,0,1,0,2,423,10,192,42,179,97,45,52,27,8,19,113,10,1,46,56,667,403
06-Aug,Adult,Male,5,7,4,0,0,0,3,752,43,346,93,270,27,3,24,79,37,42,67,3,3,10,51,937,404
06-Aug,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,405
06-Aug,Juvenile,Female,0,1,0,0,0,0,1,174,2,83,1,88,246,53,193,2,0,2,98,5,0,8,85,521,406
06-Aug,Juvenile,Male,1,0,0,0,0,0,0,193,6,85,8,94,59,9,50,10,1,9,83,4,0,2,77,346,407
06-Aug,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,408
06-Sep,Adult,Female,0,1,0,0,0,0,1,436,15,210,38,173,115,45,70,23,7,16,82,8,2,35,37,657,409
06-Sep,Adult,Male,1,6,3,0,1,0,2,764,48,345,80,291,13,1,12,58,21,37,69,6,2,11,50,911,410
06-Sep,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411
06-Sep,Juvenile,Female,0,1,0,0,1,0,0,175,3,87,4,81,187,33,154,3,0,3,72,4,0,2,66,438,412
06-Sep,Juvenile,Male,1,1,0,0,0,0,1,196,5,110,5,76,55,6,49,24,11,13,98,1,0,2,95,375,413
06-Sep,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,414
06-Oct,Adult,Female,2,1,1,0,0,0,0,382,15,192,24,151,111,43,68,36,8,28,94,11,1,37,45,626,415
06-Oct,Adult,Male,1,11,8,1,0,0,2,776,47,339,87,303,10,1,9,42,18,24,85,3,3,15,64,925,416
06-Oct,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417
06-Oct,Juvenile,Female,0,0,0,0,0,0,0,162,2,83,1,76,256,64,192,11,4,7,116,8,0,9,99,545,418
06-Oct,Juvenile,Male,0,0,0,0,0,0,0,221,7,121,9,84,41,8,33,25,11,14,88,4,0,7,77,375,419
06-Oct,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,420
